age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,recency,avg_time_spent,monetary,frequency,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,tenure_months,visit_hour,login_spend_ratio,login_transaction_ratio,user_id,churn_risk_score
61.0,F,Village,No Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.0,163.8,9647.77,17.0,410.8862790866464,Yes,No,No,Not Applicable,No reason specified,-11,18,9.63529411764706,0.001762065223362497,86ccc888d4d7b7b8,
29.0,F,City,Basic Membership,2025-04-05,No,Without Offers,Smartphone,Wi-Fi,15.0,98.76999999999998,45965.52,19.0,693.54,No,Yes,No,Not Applicable,Poor Product Quality,-11,23,5.198421052631578,0.000413353313527183,a658ea43dd06023d,
58.0,F,Town,No Membership,2025-04-05,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,140.96,30108.98,0.0,665.86,Yes,No,No,Not Applicable,Poor Product Quality,-11,23,0.0,0.0,a0b8189c5ab6db9a,
39.0,F,Town,Gold Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14.0,163.55,36389.24,28.0,386.7205619723616,Yes,No,Yes,Solved in Follow-up,No reason specified,-11,7,5.841071428571429,0.0007694582244641548,84ec50f1b3c76139,
29.0,M,Town,No Membership,2025-04-05,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,3.0,31.319999999999965,7387.930000000004,19.0,677.15,No,Yes,Yes,Unsolved,Poor Website,-11,22,1.648421052631577,0.0025717623204334623,b1b61b87f0898114,
43.0,M,Town,Gold Membership,2025-04-05,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,10.0,670.67,20365.85,6.0,0.0,Yes,Yes,No,Not Applicable,Poor Customer Service,-11,6,111.77833333333332,0.00029461083136721525,abddd9cd3579a460,
46.0,M,Town,No Membership,2025-04-05,No,Credit/Debit Card Offers,Both,Fiber_Optic,3.0,499.0,28329.56,24.0,256.1664290596059,Yes,No,Yes,Solved,No reason specified,-11,0,20.791666666666668,0.0008471716468593229,93bd908090ecdcb7,
19.0,M,City,Basic Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,8.0,56.81999999999999,7342.75,20.0,692.02,No,Yes,Yes,No Information Available,Poor Product Quality,-11,22,2.8409999999999997,0.0027237751523611726,a3c028326e7cbd39,
13.0,M,City,Premium Membership,2025-04-05,No,Credit/Debit Card Offers,Both,Wi-Fi,21.0,210.46,29027.8,25.0,724.45,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,7,8.4184,0.0008612433598136959,abcc9f81b20cf7df,
61.0,F,Town,Platinum Membership,2025-04-05,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,25.0,128.62,27987.0,19.0,739.48,Yes,No,No,Not Applicable,Too many ads,-11,5,6.769473684210527,0.0006788866259334691,a69c80b81462b035,
45.0,M,Town,Silver Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,21.0,107.80000000000001,19452.97,11.0,335.0543631226418,Yes,No,No,Not Applicable,Poor Website,-11,14,9.8,0.0005654663529527881,8249f06736ee4e31,
38.0,M,Town,Basic Membership,2025-04-05,No,Credit/Debit Card Offers,Both,Wi-Fi,-999.0,340.47,44705.59,0.0,19.89709222648048,Yes,No,Yes,Solved,Poor Customer Service,-11,11,0.0,0.0,9c0fdc9d249065cd,
29.0,M,City,No Membership,2025-04-05,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,2.0,208.27,9080.509999999998,19.0,612.17,Yes,Yes,No,Not Applicable,Poor Website,-11,21,10.961578947368421,0.0020923934889119666,8a39bc193ea990c3,
21.0,M,City,Gold Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.0,362.55,32517.48,13.0,793.8,No,Yes,No,Not Applicable,Too many ads,-11,6,27.888461538461538,0.0003997849771876542,ba2fcdee29040e9b,
40.0,F,Town,Platinum Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16.999999999999986,1180.0519077687377,54814.0,11.0,0.0,Yes,No,Yes,Solved in Follow-up,Reasonable Price,-11,22,107.27744616079434,0.00020067865873681906,b77f0d47de362c4e,
60.0,F,City,Basic Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,7.0,630.4,35082.57,0.0,666.83,No,Yes,Yes,Unsolved,Poor Product Quality,-11,17,0.0,0.0,b3dc5e255e93187c,
40.0,M,Town,Basic Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9.0,30.24000000000001,3706.6500000000015,11.0,535.61,No,Yes,No,Not Applicable,Too many ads,-11,13,2.74909090909091,0.0029676392429822066,89ce547ab8198c7f,
27.0,F,City,Platinum Membership,2025-04-05,No,Without Offers,Smartphone,Mobile_Data,-999.0,374.59,29414.03,10.0,724.26,Yes,Yes,Yes,Solved,Too many ads,-11,0,37.458999999999996,0.000339973815216752,8aafad1c3d8d0709,
18.0,M,Town,No Membership,2025-04-05,No,Credit/Debit Card Offers,Both,Mobile_Data,-999.0,1013.6025857305262,25084.22,6.0,0.0,No,Yes,Yes,Solved,No reason specified,-11,5,168.93376428842103,0.00023919420257038088,853f6cc9bf3d82c0,
53.0,M,City,Platinum Membership,2025-04-05,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9.0,95.27000000000001,43402.89,3.0,848.7,Yes,No,No,Not Applicable,Reasonable Price,-11,6,31.75666666666667,6.91198212837901e-05,bd1473214afedcbe,
55.0,F,Town,Silver Membership,2025-04-05,Yes,Without Offers,Desktop,Mobile_Data,18.0,47.75,840.130000000001,0.0,641.96,Yes,No,No,Not Applicable,No reason specified,-11,18,0.0,0.0,96ee4fe95107fe2b,
41.0,M,City,Premium Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19.0,32.96000000000001,83234.13,8.0,846.9,Yes,No,No,Not Applicable,Reasonable Price,-11,21,4.120000000000001,9.611441844829759e-05,be36bd1f19edd82e,
11.0,F,Town,No Membership,2025-04-05,Yes,Without Offers,Smartphone,Fiber_Optic,12.0,663.88,33238.59,0.0,557.62,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,-11,4,0.0,0.0,af31db192430db80,
63.0,M,City,Platinum Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4.0,212.61,76845.67,8.0,0.0,Yes,Yes,No,Not Applicable,Reasonable Price,-11,9,26.57625,0.00010410475957851627,9c55422ce1adb5f1,
48.0,M,City,Basic Membership,2025-04-05,No,Without Offers,Desktop,Wi-Fi,3.0,56.420000000000016,28205.97,6.0,0.0,Yes,No,No,Not Applicable,No reason specified,-11,20,9.403333333333336,0.00021272092397460536,8dba170056a12058,
15.0,F,Town,Basic Membership,2025-04-05,No,Credit/Debit Card Offers,Desktop,Mobile_Data,-999.0,155.08,20198.67,6.0,718.72,No,Yes,No,Not Applicable,Poor Website,-11,6,25.846666666666668,0.0002970492611642252,a891b15a19a661f4,
56.0,M,City,No Membership,2025-04-05,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15.0,0.0,37928.51,5.0,659.76,Yes,Yes,Yes,No Information Available,Too many ads,-11,21,0.0,0.00013182695550128384,9782b83ba9ad8bca,
11.0,F,City,No Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.0,535.66,48034.55,24.0,673.27,No,Yes,No,Not Applicable,Poor Customer Service,-11,15,22.319166666666664,0.0004996403630303604,a8297c78c66a4c16,
38.0,F,Town,Basic Membership,2025-04-05,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,15.0,243.17,12903.05,17.0,575.46,No,Yes,No,Not Applicable,Too many ads,-11,6,14.304117647058822,0.001317517951182085,9389bbb64417edc0,
31.0,M,Village,Premium Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10.0,1047.266414300112,5411.27,9.0,1536.5091880662872,Yes,No,Yes,Solved,Too many ads,-11,1,116.36293492223467,0.0016631955160248887,83e3a1e15505519a,
41.0,F,City,Gold Membership,2025-04-05,No,Without Offers,Desktop,Wi-Fi,-999.0,382.69,41727.41,14.0,748.12,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,-11,3,27.335,0.0003355108788204204,9c19e0b1a22659a4,
19.0,M,Town,Silver Membership,2025-04-05,Yes,Without Offers,Smartphone,Mobile_Data,12.0,32.59,24670.61,12.0,690.63,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,19,2.7158333333333338,0.00048640872682110414,873591bb581f2166,
52.0,F,City,No Membership,2025-04-05,No,Credit/Debit Card Offers,Desktop,Wi-Fi,20.0,77.41,43470.78,27.0,528.61,Yes,No,No,Not Applicable,No reason specified,-11,5,2.867037037037037,0.0006211068676476475,84481fd3444f33bb,
42.0,F,Village,Gold Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16.0,43.49000000000001,36163.4,19.0,695.05,Yes,No,No,Not Applicable,Poor Website,-11,2,2.288947368421053,0.0005253930769783814,8526f47108420767,
49.0,M,City,Gold Membership,2025-04-05,No,Without Offers,Smartphone,Mobile_Data,8.0,413.94,45379.79,7.000000000000001,0.0,Yes,No,No,Not Applicable,Poor Customer Service,-11,7,59.13428571428571,0.0001542536887015123,af2f215bcb0bcb7a,
27.0,F,Town,Platinum Membership,2025-04-05,No,Credit/Debit Card Offers,Both,Mobile_Data,14.0,291.26,29789.92,9.0,727.46,Yes,No,No,Not Applicable,Poor Website,-11,19,32.36222222222222,0.0003021156149462637,8a4c29ca41143935,
12.0,M,City,Premium Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,22.0,118.59,49445.65,27.0,701.08,Yes,No,No,Not Applicable,Poor Customer Service,-11,17,4.392222222222222,0.0005460541018269554,ac322abfe27da4e5,
62.0,F,City,Gold Membership,2025-04-05,No,Without Offers,Smartphone,Wi-Fi,19.0,96.23000000000002,16535.52,0.0,781.44,No,Yes,Yes,No Information Available,No reason specified,-11,1,0.0,0.0,924b8bd5dd008024,
62.0,M,Village,No Membership,2025-04-05,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,25.0,112.87,10441.18,24.0,648.36,Yes,No,No,Not Applicable,Poor Website,-11,16,4.702916666666667,0.0022985907723073445,96a7b9b60556a50c,
45.0,F,Town,No Membership,2025-04-05,Yes,Without Offers,Desktop,Fiber_Optic,21.0,174.73,28985.79,25.0,556.65,Yes,No,No,Not Applicable,Poor Website,-11,1,6.989199999999999,0.0008624915863945747,8c371b66172c5a86,
20.0,F,Village,Silver Membership,2025-04-05,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11.0,0.0,19965.2,24.0,756.99,Yes,Yes,No,Not Applicable,Poor Customer Service,-11,3,0.0,0.0012020916394526475,858a1aac7ed80fd5,
50.0,M,City,No Membership,2025-04-05,No,Without Offers,Smartphone,Wi-Fi,10.0,210.82,46240.62,0.0,623.6,Yes,No,Yes,Solved,Poor Website,-11,5,0.0,0.0,90a6c7f67ff83813,
62.0,M,Town,Platinum Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,24.0,108.92000000000002,39943.55,3.0,488.3680664834972,Yes,No,Yes,Solved,Products always in Stock,-11,22,36.30666666666667,7.510599333309133e-05,ae51c4ccc3b60eed,
35.0,M,Village,Silver Membership,2025-04-05,No,Without Offers,Desktop,Fiber_Optic,7.0,203.28,5151.0,24.0,774.12,Yes,Yes,No,Not Applicable,Too many ads,-11,16,8.47,0.004659289458357601,b0ab3ceeb00a3dbe,
64.0,F,Town,No Membership,2025-04-05,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.0,173.97,10552.899999999998,8.0,634.17,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,-11,4,21.74625,0.0007580854551829356,b1bde2a3edb97b61,
24.0,F,Village,Silver Membership,2025-04-05,No,Without Offers,Smartphone,Mobile_Data,14.0,160.27,49607.97,20.0,0.0,No,Yes,Yes,Solved,Too many ads,-11,10,8.0135,0.00040316102432734095,8578cd74b0eb2c83,
25.0,M,City,Basic Membership,2025-04-05,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,1.0,750.31,42740.93,26.0,570.6,Yes,Yes,Yes,Solved,No reason specified,-11,1,28.858076923076922,0.000608316197144049,87ad2efb531125fa,
45.0,M,Town,Premium Membership,2025-04-05,Yes,Without Offers,Smartphone,Wi-Fi,19.0,30.909999999999997,49469.65,17.0,1134.5837633534902,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,18,1.818235294117647,0.00034364504297079116,9e1ab6fbe2d47294,
40.0,M,Village,Basic Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19.0,38.56999999999999,15108.420000000002,18.0,640.66,Yes,No,Yes,No Information Available,Poor Website,-11,8,2.1427777777777774,0.0011913886428891968,924ae7a6e79aaa93,
44.0,M,Town,No Membership,2025-04-05,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11.0,276.53,17665.03,11.0,547.84,Yes,No,Yes,Unsolved,Poor Product Quality,-11,20,25.139090909090907,0.0006226991972275168,a0cbbbb60b4bb25d,
10.0,F,City,Basic Membership,2025-04-05,No,Without Offers,Desktop,Fiber_Optic,16.0,446.66,48777.59,27.0,690.94,Yes,No,Yes,Solved,Too many ads,-11,19,16.542962962962964,0.0005535328826208921,b7ad89e43b5bc6b9,
37.0,F,Town,Gold Membership,2025-04-05,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,96.44,41250.24,9.0,750.14,No,Yes,No,Not Applicable,Products always in Stock,-11,15,10.715555555555556,0.00021818054876771627,b1ce91e92cff0f62,
46.0,F,City,Basic Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999.0,107.97999999999999,21475.769999999997,20.0,578.87,Yes,No,Yes,Solved in Follow-up,Too many ads,-11,2,5.398999999999999,0.0009312820913988184,b0e7acccd0039f29,
40.0,F,Town,No Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6.0,34.56,8118.079999999998,24.0,626.28,No,Yes,Yes,Solved in Follow-up,No reason specified,-11,3,1.4400000000000002,0.0029563640663802285,9a2879a2fa96241e,
28.0,F,City,Gold Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,196.71,14691.100000000002,5.0,819.45,No,Yes,Yes,Solved,Products always in Stock,-11,14,39.342,0.00034034211189087264,adea6ff93b8aede0,
24.0,F,City,Basic Membership,2025-04-05,Yes,Without Offers,Desktop,Fiber_Optic,24.0,33.00999999999999,15000.369999999999,12.0,586.2,No,Yes,Yes,Unsolved,Poor Product Quality,-11,11,2.7508333333333326,0.0007999802671534102,997c632a52d5d835,
51.0,F,Town,Platinum Membership,2025-04-05,No,Without Offers,Smartphone,Mobile_Data,24.0,131.81,5671.329999999998,26.0,0.0,No,Yes,No,Not Applicable,Poor Product Quality,-11,21,5.069615384615385,0.004584462551112351,92f773cbf7640ee1,
12.0,F,City,Silver Membership,2025-04-05,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,243.26,51939.12,5.0,0.0,Yes,No,No,Not Applicable,User Friendly Website,-11,18,48.652,9.626655207096307e-05,b0e7522cf201fd5f,
51.0,M,Village,Platinum Membership,2025-04-05,No,Without Offers,Desktop,Wi-Fi,10.0,59.0,31309.05,19.0,833.44,No,Yes,No,Not Applicable,Products always in Stock,-11,21,3.1052631578947367,0.0006068532900231722,9d587ad309daf548,
11.0,F,City,Gold Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,236.48,41250.09,25.0,661.53,Yes,No,No,Not Applicable,Poor Customer Service,-11,9,9.4592,0.0006060592837494415,84487f24b6b5e600,
34.0,M,Town,Gold Membership,2025-04-05,Yes,Without Offers,Desktop,Fiber_Optic,8.0,62.05000000000001,37634.39,27.0,354.9057153041084,Yes,No,Yes,Solved,Too many ads,-11,4,2.2981481481481487,0.0007174289260434406,bce832a020e0c728,
49.0,F,Village,Platinum Membership,2025-04-05,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10.0,40.43000000000001,6576.02,0.0,767.2,Yes,No,Yes,Unsolved,User Friendly Website,-11,0,0.0,0.0,bc3134fc8f751ca8,
21.0,F,Town,Silver Membership,2025-04-05,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,285.59,28517.01,24.0,712.27,Yes,No,Yes,Solved,Poor Website,-11,3,11.899583333333332,0.0008416029590760042,af7f2ea9c95d2d4b,
24.0,M,Town,Basic Membership,2025-04-05,Yes,Without Offers,Smartphone,Mobile_Data,23.0,111.53,9404.43,23.0,634.96,Yes,No,No,Not Applicable,Too many ads,-11,15,4.849130434782609,0.0024456559302371327,968aecc539496d40,
10.0,F,Town,No Membership,2025-04-06,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19.0,164.17,2464.6199999999953,11.0,694.18,No,Yes,No,Not Applicable,Poor Customer Service,-11,10,14.924545454545454,0.004463162678222209,9009ef8067c8f6af,
34.0,F,Town,Basic Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21.0,0.0,21671.07,6.0,634.42,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,-11,20,0.0,0.0002768668090684955,9cd08e2372d6a0ec,
62.0,M,City,Silver Membership,2025-04-06,No,Credit/Debit Card Offers,Desktop,Wi-Fi,21.0,1190.9280825643232,22375.43,16.0,786.9,Yes,No,Yes,Unsolved,Poor Product Quality,-11,10,74.4330051602702,0.0007150700567542166,9967893766880aae,
30.0,F,Town,Gold Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,9.000000000000002,1989.348333931625,18998.02,12.0,779.87,Yes,No,No,Not Applicable,Poor Product Quality,-11,8,165.77902782763542,0.0006316447714024935,88d73597a1eb3543,
43.0,F,City,Gold Membership,2025-04-06,No,Gift Vouchers/Coupons,Both,Fiber_Optic,12.000000000000002,201.46,30250.71,28.0,639.48,Yes,No,No,Not Applicable,Poor Product Quality,-11,12,7.195,0.0009255981099286595,a315e4a6a5390cc2,
20.0,M,City,Gold Membership,2025-04-06,No,Gift Vouchers/Coupons,Both,Wi-Fi,4.000000000000002,827.29,1221.7900000000009,15.0,798.28,Yes,Yes,Yes,No Information Available,Poor Customer Service,-11,14,55.15266666666666,0.012277068890725893,a9190643c6a39fce,
60.0,M,Village,Gold Membership,2025-04-06,No,Without Offers,Both,Mobile_Data,15.000000000000005,472.33,10792.940000000002,20.0,608.98,Yes,No,Yes,No Information Available,Poor Website,-11,13,23.6165,0.0018530632061328975,b1f1967732c2f622,
28.0,F,Village,No Membership,2025-04-06,No,Without Offers,Desktop,Mobile_Data,20.0,85.62,6576.959999999999,26.0,510.28,No,Yes,No,Not Applicable,Poor Website,-11,20,3.2930769230769235,0.003953194180898166,87361119dbd851fa,
43.0,M,Town,Gold Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14.000000000000002,34.69,12421.9,14.0,650.84,No,Yes,No,Not Applicable,Poor Customer Service,-11,10,2.4778571428571428,0.001127041756897093,a4229ba1f67110ed,
57.0,F,Town,Basic Membership,2025-04-06,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.000000000000002,34.69999999999999,17984.29,24.0,693.96,Yes,No,No,Not Applicable,Poor Website,-11,15,1.4458333333333329,0.0013344980535789847,b4f370025035c93a,
17.0,F,City,Platinum Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24.0,244.17,31400.8,22.0,709.01,Yes,No,Yes,No Information Available,Poor Product Quality,-11,1,11.098636363636363,0.0007006190925071973,82df92705fd226bd,
61.0,M,Town,Platinum Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.000000000000002,861.33,94860.46,4.0,762.67,No,Yes,Yes,Unsolved,Reasonable Price,-11,10,215.3325,4.2167200116887475e-05,96542010ca47bbdc,
44.0,M,Town,Premium Membership,2025-04-06,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.000000000000002,302.44,52331.78,10.0,791.92,No,Yes,No,Not Applicable,Products always in Stock,-11,22,30.244,0.00019108847434579906,991f227764e971b7,
56.0,M,City,Basic Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,23.0,122.25,3075.459999999999,7.0,651.35,No,Yes,No,Not Applicable,No reason specified,-11,21,17.464285714285715,0.0022760822771227727,bc603a5933a3aae2,
52.0,M,City,Premium Membership,2025-04-06,No,Without Offers,Smartphone,Wi-Fi,13.000000000000002,348.08,14931.359999999999,23.0,715.7,No,Yes,No,Not Applicable,No reason specified,-11,20,15.13391304347826,0.0015403821219232543,9bc404aa4b8cf529,
26.0,M,Town,No Membership,2025-04-06,No,Without Offers,Desktop,Fiber_Optic,10.000000000000002,133.33,21730.31,10.0,107.77531768801293,Yes,No,Yes,No Information Available,Too many ads,-11,16,13.333000000000002,0.000460186716158214,b3c326421666a319,
56.0,F,City,Basic Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,3.0000000000000018,119.9,27693.66,7.0,616.944074568296,Yes,No,No,Not Applicable,Too many ads,-11,9,17.12857142857143,0.00025276543439906464,b5839380189e0dc6,
38.0,F,Village,Gold Membership,2025-04-06,Yes,Without Offers,Smartphone,Mobile_Data,6.000000000000002,280.21,35034.82,13.0,779.4,Yes,No,No,Not Applicable,Too many ads,-11,2,21.55461538461538,0.00037105942031384777,9660ab7cde0785e8,
48.0,M,Town,No Membership,2025-04-06,Yes,Without Offers,Smartphone,Fiber_Optic,22.0,140.42,37915.84,26.0,681.39,No,Yes,Yes,Solved,Poor Product Quality,-11,4,5.40076923076923,0.0006857292361187304,ae69fb236e1be72a,
61.0,F,City,Platinum Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,6.000000000000002,128.53,99054.71,0.0,524.9039266865531,No,Yes,Yes,Solved,Products always in Stock,-11,15,0.0,0.0,8fdd91bc61736af6,
15.0,F,Town,No Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,33.94,1017.7099999999991,28.0,662.64,No,Yes,No,Not Applicable,No reason specified,-11,23,1.212142857142857,0.02751274921146498,9c0895008595766c,
32.0,F,City,Premium Membership,2025-04-06,No,Without Offers,Smartphone,Mobile_Data,13.000000000000002,64.88,8610.379999999997,0.0,714.02,No,Yes,No,Not Applicable,Poor Website,-11,9,0.0,0.0,82371d86e2c7c187,
40.0,M,Town,Gold Membership,2025-04-06,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.000000000000002,75.84000000000003,40326.29,25.0,710.05,No,Yes,No,Not Applicable,Poor Website,-11,22,3.033600000000001,0.0006199429702062847,8659a598669ee41d,
33.0,F,City,Platinum Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12.000000000000002,337.45,9812.440000000002,20.0,769.56,No,Yes,Yes,Solved in Follow-up,Too many ads,-11,13,16.8725,0.0020382290235660037,9b23fc4fc221c8d1,
30.0,F,City,Silver Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4.000000000000002,48.18000000000001,77871.04,9.94749312443848,757.98,Yes,No,No,Not Applicable,Reasonable Price,-11,12,4.843431344690644,0.00012774316516690263,abb597f086aa9e9d,
43.0,M,Town,No Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.999999999999998,227.23000000000002,29602.15,24.0,663.63,No,Yes,Yes,Unsolved,Poor Product Quality,-11,13,9.467916666666667,0.0008107519217354144,bace0f4622210af5,
64.0,F,City,Silver Membership,2025-04-06,No,Without Offers,Smartphone,Wi-Fi,23.0,1718.524085529231,8471.46,16.0,335.40198013589264,No,Yes,Yes,Solved,Poor Website,-11,5,107.40775534557693,0.0018886945107454915,9dd2c63833ef631a,
62.0,F,City,No Membership,2025-04-06,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,5.000000000000002,510.36,21192.35,16.0,661.91,Yes,Yes,No,Not Applicable,Poor Customer Service,-11,23,31.8975,0.0007549894183514334,8cf203e7e7a785cb,
62.0,F,Town,Platinum Membership,2025-04-06,Yes,Without Offers,Smartphone,Wi-Fi,15.000000000000005,558.8,13183.190000000002,20.0,728.46,No,Yes,Yes,No Information Available,Too many ads,-11,4,27.939999999999998,0.0015170834980001045,a9209b729ee4d0c9,
63.0,F,City,Premium Membership,2025-04-06,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,294.43,69832.61,17.0,721.65,No,Yes,Yes,Solved in Follow-up,User Friendly Website,-11,12,17.319411764705883,0.00024343927571946687,b38bfcc320473a1c,
61.0,M,City,No Membership,2025-04-06,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.000000000000002,69.81,37730.62,0.0,604.41,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,-11,20,0.0,0.0,a25bcef10922641c,
58.0,M,Town,Platinum Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,15.000000000000005,34.02999999999997,4340.950000000001,18.0,0.0,Yes,No,Yes,Solved in Follow-up,No reason specified,-11,23,1.890555555555554,0.004146557781130857,94c31d3ad85352c7,
64.0,M,City,Gold Membership,2025-04-06,No,Credit/Debit Card Offers,Desktop,Wi-Fi,9.000000000000002,470.29,7067.040000000001,0.0,719.22,Yes,No,No,Not Applicable,Poor Product Quality,-11,23,0.0,0.0,8ed8d3966bb0258e,
42.0,M,City,Basic Membership,2025-04-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.000000000000002,105.26999999999998,26640.42,29.0,552.49,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,-11,8,3.6299999999999994,0.0010885714264264603,b7cac4a78b0837fc,
44.0,F,Town,No Membership,2025-04-06,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,423.23,12152.35,23.0,0.0,No,Yes,Yes,No Information Available,Poor Customer Service,-11,6,18.401304347826088,0.0018926380494307684,b3353b9d521d4a15,
14.0,F,Town,Premium Membership,2025-04-06,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,33.56,8190.130000000001,15.0,792.98,No,Yes,No,Not Applicable,Too many ads,-11,0,2.2373333333333334,0.0018314727605056329,8202e3aecb298453,
30.0,M,Town,Silver Membership,2025-04-06,Yes,Without Offers,Smartphone,Fiber_Optic,16.0,46.19,32638.84,16.0,645.59,No,Yes,No,Not Applicable,Too many ads,-11,19,2.886875,0.0004902135002346897,8424a5d3cc1c0769,
19.0,M,Town,Gold Membership,2025-04-06,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,23.0,33.920000000000016,11300.77,21.0,722.41,No,Yes,No,Not Applicable,Poor Website,-11,0,1.615238095238096,0.0018582804534558264,aa049844d67800a2,
26.0,M,Town,Platinum Membership,2025-04-06,No,Without Offers,Desktop,Mobile_Data,14.000000000000002,207.13,95646.6,2.0,763.91,No,Yes,Yes,Solved,Products always in Stock,-11,10,103.565,2.0910309409848337e-05,92747fc3bdcd1f64,
17.0,F,Town,Premium Membership,2025-04-06,Yes,Without Offers,Both,Wi-Fi,14.000000000000002,690.9,39735.39,7.999999999999999,726.1,Yes,No,No,Not Applicable,User Friendly Website,-11,10,86.36250000000001,0.00020133186059077308,8c2b47db5e185e44,
64.0,M,City,Gold Membership,2025-04-06,Yes,Without Offers,Desktop,Fiber_Optic,10.000000000000002,103.33000000000001,45550.7,0.0,786.7468573962624,No,Yes,No,Not Applicable,Too many ads,-11,9,0.0,0.0,9c44fc5c56a30905,
