age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,recency,avg_time_spent,monetary,frequency,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,tenure_months,visit_hour,login_spend_ratio,login_transaction_ratio,user_id,churn_risk_score
48.0,M,City,No Membership,2025-01-14,Yes,Without Offers,Desktop,Mobile_Data,4.0,0.0,49922.05,5.0,649.0,No,Yes,Yes,Unsolved,No reason specified,-8,6,0.0,0.00010015614342760362,88b563ec608f76ac,1
50.0,M,Town,Basic Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,1263.7767058934296,16791.67,11.0,641.51,No,Yes,Yes,No Information Available,No reason specified,-8,17,114.88879144485723,0.0006550867185932073,b64dc8758def599a,1
61.0,M,City,Premium Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,163.46,88963.72,16.0,845.0,No,Yes,No,Not Applicable,Quality Customer Care,-8,11,10.21625,0.00017984859446075322,aad1746f3e0865bd,0
16.0,M,City,Basic Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,41.28999999999999,43275.76,0.0,502.71,No,Yes,No,Not Applicable,Poor Customer Service,-8,8,0.0,0.0,bec07cffa2c0a279,1
49.0,F,Town,Basic Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6.0,60.24000000000001,44481.97,21.0,167.92306814399467,Yes,No,No,Not Applicable,No reason specified,-8,13,2.868571428571429,0.00047210139299136254,a4cde1d74e5c09d7,1
54.0,M,City,No Membership,2025-01-14,No,Without Offers,Smartphone,Wi-Fi,6.0,843.2253045175869,31145.77,12.0,139.48179237656802,No,Yes,No,Not Applicable,Poor Product Quality,-8,18,70.26877537646557,0.0003852850643923717,be386d6f517af4cd,1
51.0,F,Town,Basic Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18.0,1366.2258301870515,36557.27,16.0,218.1375310454285,Yes,Yes,Yes,No Information Available,Poor Product Quality,-8,18,85.38911438669072,0.00043766944304101486,a094399695d4831c,1
58.0,M,City,Silver Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13.0,245.02,45603.97,0.0,695.64,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,-8,13,0.0,0.0,a3d45953822e8929,1
30.0,M,Town,No Membership,2025-01-14,No,Without Offers,Smartphone,Fiber_Optic,6.0,883.0799999999999,18844.89,7.0,679.52,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,-8,16,126.1542857142857,0.00037145348155388547,b3aac4f16d845bcd,1
47.0,M,Village,Gold Membership,2025-01-14,Yes,Without Offers,Smartphone,Fiber_Optic,10.0,31.30000000000001,23912.91,8.0,0.0,No,Yes,Yes,No Information Available,No reason specified,-8,18,3.9125000000000014,0.00033454732192777874,85f797d56fd642bf,1
33.0,M,Town,Basic Membership,2025-01-14,No,Without Offers,Desktop,Wi-Fi,12.0,78.55000000000001,23288.46,0.0,563.96,No,Yes,No,Not Applicable,No reason specified,-8,20,0.0,0.0,9853d7aaab2c7958,1
28.0,M,City,Platinum Membership,2025-01-14,No,Without Offers,Both,Mobile_Data,12.0,0.0,34110.07,8.0,1199.5399844994126,Yes,Yes,Yes,Solved,Products always in Stock,-8,21,0.0,0.00023453484557492846,a5a290b2c8205d91,0
51.0,M,City,Gold Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,3.0,399.31,28881.34,5.0,707.04,Yes,No,No,Not Applicable,Poor Product Quality,-8,10,79.862,0.00017312216122936124,8e809d675a2f4fba,0
50.0,M,City,Silver Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,262.53,13860.25,0.0,494.25828816844086,No,Yes,No,Not Applicable,Too many ads,-8,20,0.0,0.0,808667e49ce2fa99,0
14.0,F,Town,No Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11.0,654.12,19090.62,17.0,598.5,Yes,No,Yes,Solved,Poor Website,-8,5,38.47764705882353,0.0008904896750341267,9ac6ee5df561731a,1
41.0,F,City,Silver Membership,2025-01-14,No,Without Offers,Smartphone,Mobile_Data,11.0,1152.773496050498,29727.46,1.0,794.73,No,Yes,No,Not Applicable,Quality Customer Care,-8,21,1152.773496050498,3.3638931815903543e-05,ae312ae8278c2b13,0
45.0,M,Town,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,0.0,42422.55,23.0,778.49,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,-8,14,0.0,0.0005421644856332304,b6e52e2a328d95e2,0
33.0,M,City,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,259.57,6785.079999999998,20.0,639.8,No,Yes,Yes,Solved in Follow-up,No reason specified,-8,13,12.9785,0.0029476439481922107,af18d666cf9cd469,1
40.0,F,City,Basic Membership,2025-01-14,Yes,Without Offers,Smartphone,Wi-Fi,14.0,30.840000000000003,7076.549999999999,9.0,661.98,Yes,No,No,Not Applicable,Too many ads,-8,10,3.426666666666667,0.0012718061767386653,bd8babf185fb35e4,1
56.0,M,Town,Basic Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.000000000000007,30.97,6293.139999999999,24.0,607.44,Yes,No,No,Not Applicable,Too many ads,-8,4,1.2904166666666665,0.0038136764794681195,bdb4d6ee018932be,1
20.0,M,Town,No Membership,2025-01-14,No,Without Offers,Smartphone,Mobile_Data,17.0,103.37,38399.39,16.0,685.0,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,-8,4,6.460625,0.0004166732856954238,90c81ae7b2b88300,1
21.0,F,City,No Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,59.0,23546.82,8.0,680.28,Yes,No,Yes,Unsolved,Poor Customer Service,-8,15,7.375,0.00033974863697093706,ba0de343117c888f,1
40.0,M,Village,Platinum Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6.0,410.94,59889.45999999999,18.0,742.02,No,Yes,Yes,Unsolved,Products always in Stock,-8,3,22.83,0.00030055372013706587,ac70571ab5b919ca,0
11.0,M,Town,No Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,134.78,37255.04,0.47495063613995114,547.59,No,Yes,Yes,Solved,Poor Website,-8,2,283.77685962354434,1.2748627733051719e-05,b095ab282f7a6e03,0
27.0,M,City,Basic Membership,2025-01-14,Yes,Without Offers,Desktop,Fiber_Optic,11.0,52.870000000000005,21548.2,20.0,599.97,Yes,No,Yes,Solved,Poor Product Quality,-8,16,2.6435000000000004,0.0009281517713776557,970327494b60a56c,1
53.0,F,City,Gold Membership,2025-01-14,No,Without Offers,Both,Mobile_Data,14.0,438.85,63431.93000000001,17.0,709.01,Yes,No,No,Not Applicable,Quality Customer Care,-8,8,25.814705882352943,0.00026800382709465085,8daf5d5b672641f8,0
30.0,M,City,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Wi-Fi,16.0,166.24,22636.62,13.0,771.09,Yes,No,No,Not Applicable,Poor Product Quality,-8,4,12.787692307692309,0.0005742906847400364,a09202585f1bc79d,0
56.0,F,City,No Membership,2025-01-14,Yes,Without Offers,Desktop,Fiber_Optic,3.0,718.77,43562.83,6.0,665.75,No,Yes,No,Not Applicable,Too many ads,-8,8,119.795,0.0001377320986721937,a8ec014ee1a9a232,1
59.0,M,City,Platinum Membership,2025-01-14,Yes,Without Offers,Smartphone,Mobile_Data,19.000000000000007,350.38,37783.18,0.0,513.9099335146226,No,Yes,No,Not Applicable,No reason specified,-8,12,0.0,0.0,96679b5c4fa7e34d,0
28.0,M,Town,Gold Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13.0,1442.14,90532.89,3.0,0.0,No,Yes,Yes,No Information Available,User Friendly Website,-8,8,480.71333333333337,3.3137128396100024e-05,b22c69e46ed96489,0
43.0,F,Village,No Membership,2025-01-14,Yes,Without Offers,Desktop,Mobile_Data,8.0,43.91,17387.19,14.0,643.0,No,Yes,Yes,Solved in Follow-up,No reason specified,-8,6,3.136428571428571,0.0008051904879396844,be7feb623fcf7555,1
35.0,M,City,No Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7.0,536.74,47548.51,22.0,546.62,Yes,Yes,Yes,Solved in Follow-up,Poor Website,-8,2,24.39727272727273,0.0004626853712135249,ae79f43aa358da7a,1
43.0,M,Town,Premium Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17.0,255.18,1566.6399999999994,9.0,767.79,Yes,Yes,Yes,Unsolved,Too many ads,-8,4,28.353333333333335,0.005744778634529952,96c054c1c2d9f24b,0
62.0,F,Town,Platinum Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,20.000000000000007,372.98,49932.66,7.0,728.91,No,Yes,Yes,Unsolved,Poor Website,-8,7,53.28285714285715,0.0001401888062843037,a4150e085ed51609,0
61.0,F,Town,Basic Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12.0,424.96,13143.0,16.0,567.58,No,Yes,No,Not Applicable,Poor Website,-8,21,26.56,0.0012173780719774785,8a8fd1f1b4af97c8,1
51.0,M,Town,No Membership,2025-01-14,No,Without Offers,Smartphone,Fiber_Optic,23.0,368.75,12890.0,23.0,679.41,Yes,Yes,No,Not Applicable,Too many ads,-8,10,16.032608695652176,0.0017843289371605895,b033f07dc4dcaaee,1
63.0,M,Town,Basic Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,4.0,159.81,21874.98,26.0,520.94,No,Yes,Yes,Unsolved,Poor Customer Service,-8,9,6.146538461538461,0.0011885725152662996,831798bd53ffd1f7,1
39.0,M,City,Premium Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20.000000000000007,54.49000000000001,44897.61,6.0,796.16,Yes,No,No,Not Applicable,Poor Product Quality,-8,10,9.081666666666669,0.0001336374029708931,bd741b0d40a710d5,0
23.0,F,Village,Premium Membership,2025-01-14,Yes,Credit/Debit Card Offers,Both,Wi-Fi,-999.0000000000001,216.55,22641.51,27.0,1152.1001277161552,Yes,Yes,No,Not Applicable,Poor Customer Service,-8,11,8.02037037037037,0.0011924999701875007,98afe056f8a89ea0,0
24.0,F,Town,Platinum Membership,2025-01-14,No,Without Offers,Smartphone,Mobile_Data,12.0,31.860000000000014,21842.03,19.0,743.44,No,Yes,No,Not Applicable,Too many ads,-8,4,1.6768421052631586,0.0008698825154987884,aae125e6bccf153d,0
57.0,M,Village,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,2.0,0.0,37769.73,19.0,671.98,Yes,No,No,Not Applicable,Poor Product Quality,-8,1,0.0,0.0005030483405626674,8aa38b45630200ab,1
50.0,F,Town,Basic Membership,2025-01-14,No,Without Offers,Both,Fiber_Optic,17.0,295.21,16909.57,11.0,700.66,Yes,No,No,Not Applicable,No reason specified,-8,11,26.837272727272726,0.0006505192030311829,aea6fe4341f1ac52,1
46.0,F,City,Platinum Membership,2025-01-14,Yes,Without Offers,Smartphone,Fiber_Optic,17.0,45.0,8161.299999999999,17.0,731.32,No,Yes,No,Not Applicable,Too many ads,-8,12,2.6470588235294117,0.0020830014826069376,b4b40f80c39075a5,0
17.0,F,Town,No Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,20.000000000000007,69.38,1062.7700000000004,24.0,699.24,Yes,No,Yes,Solved,Too many ads,-8,7,2.890833333333333,0.02258249668319579,94093329b19c9129,1
51.0,M,City,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,32.41,39114.88,25.0,1145.373932861556,Yes,No,No,Not Applicable,Poor Website,-8,11,1.2963999999999998,0.0006391429553152152,8684e77ed54e0703,1
55.0,F,City,Silver Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,-999.0000000000001,77.53,8676.649999999998,29.0,652.74,No,Yes,Yes,Unsolved,No reason specified,-8,4,2.673448275862069,0.00334230376931189,ad33ae403bc1aaca,1
55.0,F,Village,No Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,14.0,634.18,36771.59,28.0,0.0,No,Yes,No,Not Applicable,Poor Product Quality,-8,21,22.649285714285714,0.000761457418621278,8ef517ea21bb04d0,1
25.0,M,Town,No Membership,2025-01-14,No,Without Offers,Desktop,Fiber_Optic,23.0,32.99000000000001,13968.18,22.0,559.85,Yes,No,No,Not Applicable,No reason specified,-8,8,1.499545454545455,0.001575008340385075,bf3c024d5af4ac6e,1
42.0,M,City,Silver Membership,2025-01-14,No,Without Offers,Both,Fiber_Optic,8.0,689.88,32545.15,19.0,1027.5892950644306,No,Yes,No,Not Applicable,No reason specified,-8,16,36.30947368421052,0.0005838043456551897,9d072753025679d2,0
16.0,M,Town,Gold Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,14.0,73.30000000000001,7729.490000000002,27.0,602.36,No,Yes,Yes,Solved in Follow-up,Too many ads,-8,9,2.7148148148148152,0.0034931153284369337,808af1ae488ac119,0
62.0,F,City,Premium Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,11.0,52.819999999999965,4242.18,15.0,1055.598699744327,No,Yes,Yes,No Information Available,No reason specified,-8,11,3.521333333333331,0.003535917853556426,b6da446e322f7d4a,0
55.0,F,Town,No Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,8.0,911.5799999999999,27616.65,0.0,0.0,No,Yes,Yes,Solved,Poor Website,-8,16,0.0,0.0,849acebc5edc9459,1
15.0,M,Town,No Membership,2025-01-14,Yes,Without Offers,Desktop,Fiber_Optic,12.0,33.849999999999994,24114.72,0.0,624.57,No,Yes,No,Not Applicable,No reason specified,-8,10,0.0,0.0,a567f7adbb48643b,1
18.0,M,City,Gold Membership,2025-01-14,Yes,Without Offers,Both,Mobile_Data,15.0,249.2,37808.1,0.0,127.08498030382896,No,Yes,No,Not Applicable,Poor Website,-8,16,0.0,0.0,a0ab659dae32e7d0,0
58.0,M,Town,Basic Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14.0,179.08,14904.46,9.0,503.46,No,Yes,No,Not Applicable,Poor Customer Service,-8,11,19.89777777777778,0.0006038460970742986,9cac2c04c83f0ca9,1
61.0,M,City,Platinum Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18.0,150.29,28292.83,16.0,796.36,Yes,No,No,Not Applicable,Too many ads,-8,20,9.393125,0.0005655143016799662,998e07558a63e600,0
14.0,M,City,No Membership,2025-01-14,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,5.0,240.15,36728.22,7.0,580.04,Yes,No,Yes,Solved in Follow-up,Too many ads,-8,11,34.30714285714286,0.0001905891437156497,873edc3a5048734f,1
33.0,F,City,Silver Membership,2025-01-14,No,Without Offers,Desktop,Wi-Fi,7.0,1060.622428740841,25458.54,7.0,735.22,Yes,No,No,Not Applicable,Quality Customer Care,-8,14,151.51748982012015,0.0002749568514141031,95a5eb341c5ac088,0
16.0,M,City,Gold Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,174.35,1484.9099999999999,0.0,619.83,Yes,No,No,Not Applicable,Poor Website,-8,18,0.0,0.0,8d8043dcd2545f99,1
27.0,F,City,No Membership,2025-01-14,Yes,Without Offers,Smartphone,Wi-Fi,13.0,79.61000000000004,5098.060000000001,22.0,666.65,Yes,No,No,Not Applicable,Poor Product Quality,-8,2,3.6186363636363654,0.004315367021965217,a3edecff9f099fd7,1
37.0,F,City,No Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,11.0,204.27,10285.920000000002,15.0,663.33,No,Yes,No,Not Applicable,Poor Website,-8,16,13.618,0.001458304167249988,a84daa4e157fd6b5,1
48.0,F,Town,No Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18.0,30.560000000000002,2020.8200000000033,15.0,543.45,No,Yes,No,Not Applicable,Poor Website,-8,18,2.0373333333333337,0.00742272938708048,afb39accad0cbaed,1
15.0,F,City,Gold Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2.0,552.73,17001.41,17.0,752.87,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,-8,1,32.51352941176471,0.0009999170657021977,9f5a8b18e4c95f95,0
42.0,M,City,Silver Membership,2025-01-14,Yes,Without Offers,Desktop,Wi-Fi,8.0,121.55000000000001,21820.83,19.0,683.82,No,Yes,Yes,No Information Available,Poor Customer Service,-8,18,6.397368421052632,0.0008707276487649645,82cce3d978d8dfde,1
16.0,F,City,Platinum Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10.0,0.0,10491.79,18.0,1196.2853320823494,No,Yes,Yes,Solved,Too many ads,-8,16,0.0,0.0017156271713406387,999da12927f86511,0
61.0,F,City,Platinum Membership,2025-01-14,No,Without Offers,Desktop,Mobile_Data,24.0,394.56,2918.7999999999993,0.0,484.9097569107053,No,Yes,No,Not Applicable,Poor Product Quality,-8,17,0.0,0.0,a9586fc766733a6e,0
63.0,M,City,No Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,52.370000000000005,46778.42,23.0,651.54,Yes,No,No,Not Applicable,Too many ads,-8,8,2.2769565217391308,0.0004916797104305789,8a40a83a87414855,1
19.0,M,Town,No Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,20.000000000000007,92.25999999999999,31800.97,13.0,613.36,No,Yes,Yes,No Information Available,Poor Customer Service,-8,3,7.096923076923076,0.00040879256198788906,aec39262af3d7de5,1
36.0,F,Village,Basic Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6.0,34.97999999999999,38817.0,26.0,553.1281337430165,Yes,No,Yes,Solved,Poor Website,-8,5,1.345384615384615,0.0006698096194966123,a488b613f63ed441,1
18.0,M,Town,Gold Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,10.0,599.41,49202.84,0.0,738.46,No,Yes,No,Not Applicable,Too many ads,-8,0,0.0,0.0,9117903db486bfe1,0
61.0,F,Town,Premium Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,6.0,88.94000000000003,92776.48,16.0,832.31,No,Yes,Yes,No Information Available,Quality Customer Care,-8,7,5.558750000000002,0.0001724575021600302,a724637d6885ba93,0
56.0,M,Town,Premium Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,20.999999999999993,72.92000000000002,4957.869999999999,13.0,704.08,Yes,No,Yes,Solved in Follow-up,No reason specified,-8,2,5.609230769230771,0.0026220937620389404,a632acbbe2531823,0
48.0,F,City,Basic Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12.0,146.79,3265.9100000000035,19.0,0.0,Yes,No,No,Not Applicable,Poor Website,-8,1,7.72578947368421,0.005817674093897254,8d6b92735829d577,1
22.0,M,Town,No Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4.0,203.49,21503.51,0.0,438.753522216602,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,-8,18,0.0,0.0,b7fa5e98e3cb10eb,1
59.0,M,City,Basic Membership,2025-01-14,Yes,Without Offers,Desktop,Mobile_Data,15.0,38.559999999999974,28890.97,11.0,301.64613800316897,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,-8,2,3.505454545454543,0.00038074180271551974,ac0496c28c0d8b63,1
12.0,F,City,Premium Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,114.11000000000004,31391.39,12.0,785.07,Yes,No,Yes,Solved in Follow-up,Products always in Stock,-8,4,9.50916666666667,0.00038227042510701186,913602bb99cb234c,0
26.0,M,City,Gold Membership,2025-01-14,No,Gift Vouchers/Coupons,Both,Mobile_Data,16.0,223.27,42167.41,15.0,835.52,No,Yes,No,Not Applicable,User Friendly Website,-8,6,14.884666666666668,0.0003557249544138471,89c15393bd8b1158,0
57.0,F,City,Silver Membership,2025-01-14,No,Gift Vouchers/Coupons,Both,Mobile_Data,11.0,1249.1,21854.36,13.0,0.0,Yes,No,No,Not Applicable,No reason specified,-8,11,96.08461538461538,0.0005948469779028075,ab5d4af8023d429d,1
50.0,M,City,No Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,7.0,277.43,8511.25,26.0,626.74,Yes,Yes,No,Not Applicable,Too many ads,-8,18,10.670384615384616,0.0030547804376560433,8d42f9288e1c012a,1
55.0,M,Town,Silver Membership,2025-01-14,No,Without Offers,Smartphone,Mobile_Data,13.0,199.8,16893.29,16.0,759.28,No,Yes,Yes,Unsolved,Poor Website,-8,14,12.4875,0.0009471216086386962,864202d658ee6f70,0
25.0,M,Town,No Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,48.22,39897.26,6.0,678.6,Yes,No,No,Not Applicable,No reason specified,-8,7,8.036666666666667,0.000150386267127116,bdccbebe92eb71f2,1
59.0,M,Town,Basic Membership,2025-01-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,-999.0000000000001,517.52,22722.16,28.0,286.3632169947172,Yes,No,No,Not Applicable,Poor Website,-8,10,18.482857142857142,0.0012322772130818548,bbc6398b87115742,1
64.0,M,Village,Gold Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,22.0,0.0,3494.9299999999967,21.0,709.68,No,Yes,No,Not Applicable,Poor Customer Service,-8,8,0.0,0.006008704036990733,90f246123b5c15e4,0
20.0,M,City,Basic Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,202.64,40361.39,43.78725706674099,511.46,No,Yes,Yes,Solved,Too many ads,-8,23,4.627830414020544,0.0010848798088158261,83b6a45a00c45ac7,1
53.0,F,City,No Membership,2025-01-14,No,Without Offers,Smartphone,Wi-Fi,7.0,523.1,35051.7,5.0,0.0,Yes,No,No,Not Applicable,Poor Product Quality,-8,19,104.62,0.00014264643369651117,ac68bb2792735a14,1
20.0,F,Town,Silver Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,3.0,33.26999999999998,22248.44,10.0,713.61,Yes,No,No,Not Applicable,Reasonable Price,-8,9,3.326999999999998,0.00044946971562950035,9debc4edd3066a5f,0
30.0,M,Town,Gold Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,23.0,322.55,24483.85,14.0,708.4,Yes,No,No,Not Applicable,Poor Product Quality,-8,21,23.039285714285715,0.0005718054962761168,ba3f635ae8a1f547,1
28.0,M,Town,Basic Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,31.369999999999976,26025.63,6.0,949.29385022961,No,Yes,Yes,Solved,Poor Website,-8,1,5.228333333333329,0.0002305419695892088,8b184e45f51f1846,1
49.0,F,Town,Premium Membership,2025-01-14,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10.0,62.829999999999984,5800.009999999998,9.0,393.6228380314893,No,Yes,No,Not Applicable,Products always in Stock,-8,3,6.981111111111109,0.001551721462549203,99c64de393b4b530,0
46.0,M,Town,Basic Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,24.0,56.71999999999997,33478.17,24.0,0.0,No,Yes,Yes,Unsolved,No reason specified,-8,9,2.363333333333332,0.0007168850627140014,a24a909c337117ce,1
16.0,M,City,No Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,9.0,53.150000000000006,15133.64,13.0,662.17,No,Yes,No,Not Applicable,Poor Product Quality,-8,11,4.088461538461539,0.0008590134296838038,b1df708a9e85a8c0,1
46.0,F,Town,Platinum Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,11.0,0.0,42680.97,6.0,715.59,Yes,No,No,Not Applicable,Poor Customer Service,-8,4,0.0,0.0001405778734644503,a37d94957029ba0e,0
16.0,M,Village,Basic Membership,2025-01-14,Yes,Without Offers,Desktop,Fiber_Optic,6.0,100.57,38425.25,8.0,0.0,No,Yes,No,Not Applicable,Too many ads,-8,18,12.57125,0.00020819643333485144,a5c7e5e59c33cc64,1
41.0,M,Town,Premium Membership,2025-01-14,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,1071.2266867877338,35259.6,7.0,781.55,No,Yes,No,Not Applicable,Poor Customer Service,-8,10,153.0323838268191,0.00019852749322170417,af9125f2a8e33a17,0
17.0,F,City,No Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14.0,108.63999999999999,26292.42,22.0,217.1766485023373,No,Yes,Yes,Solved in Follow-up,Poor Website,-8,20,4.938181818181818,0.0008367430613081642,b8d4b11be56d67a4,0
59.0,F,City,Basic Membership,2025-01-14,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,102.82999999999998,40428.42,19.0,527.61,No,Yes,No,Not Applicable,Poor Customer Service,-8,12,5.412105263157894,0.00046996642460922294,b2330b6cfe236378,1
30.0,M,Town,Silver Membership,2025-01-14,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,18.0,64.00999999999996,69040.35,1.0,713.16,No,Yes,Yes,Solved,Reasonable Price,-8,23,64.00999999999996,1.4484283466118e-05,a8ed02d2aadb2832,0
14.0,M,City,Premium Membership,2025-01-14,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,15.0,134.77,7278.66,22.0,721.97,Yes,No,No,Not Applicable,Poor Product Quality,-8,4,6.125909090909091,0.0030225343675896387,8ec90be07747d225,0
60.0,F,Village,Basic Membership,2025-01-14,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,22.0,87.53,22908.12,1.6189191324279477,583.52,Yes,No,No,Not Applicable,Poor Customer Service,-8,22,54.066937777632106,7.067010005307933e-05,9279364776a2b2f2,1
54.0,F,City,Basic Membership,2025-01-14,No,Without Offers,Desktop,Fiber_Optic,10.0,96.0,22912.34,15.0,949.0642933656916,No,Yes,No,Not Applicable,Too many ads,-8,14,6.4,0.0006546690560632393,aca3f24864a4a02e,1
51.0,M,City,Basic Membership,2025-01-15,No,Without Offers,Desktop,Fiber_Optic,18.0,34.099999999999994,8028.4200000000055,13.0,0.0,No,Yes,No,Not Applicable,No reason specified,-8,4,2.6230769230769226,0.0016192476228199311,b10f92d2a1bc8067,1
48.0,F,City,Gold Membership,2025-01-15,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,17.0,179.58999999999997,38949.31,0.0,774.55,Yes,No,No,Not Applicable,Poor Product Quality,-8,15,0.0,0.0,ac5d1058ab40b2f6,0
29.0,M,City,Silver Membership,2025-01-15,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.000000000000007,1106.6436570399112,22292.62,10.0,0.0,No,Yes,No,Not Applicable,Poor Website,-8,21,110.66436570399112,0.0004485789467545762,9d81ac193ba6c350,1
53.0,F,Town,Silver Membership,2025-01-15,No,Without Offers,Desktop,Mobile_Data,2.0,53.16,97485.74,19.0,731.66,No,Yes,Yes,Solved in Follow-up,User Friendly Website,-8,11,2.797894736842105,0.00019490030029007318,b16675f003798647,0
